file,ismelody,program,instrument,notes,chordratio,avgpitch,pitchrange,rpat,dur,steps
"Melanie/Feels So Good (Blacksmith R&B Rub) (feat. Know _uestion).mid",F,24,Acoustic Guitar (nylon),594,1.00,60,14,2,0.339,0
"Melanie/Feels So Good (Blacksmith R&B Rub) (feat. Know _uestion).mid",F,52,Choir Aahs,661,1.00,64,14,18,0.479,152
"Melanie/Feels So Good (Blacksmith R&B Rub) (feat. Know _uestion).mid",F,34,Electric Bass (pick),498,1.00,35,22,9,0.479,71
"Melanie/Feels So Good (Blacksmith R&B Rub) (feat. Know _uestion).mid",F,14,Tubular Bells,118,1.00,64,5,1,0.833,0
"Melanie/Feels So Good (Blacksmith R&B Rub) (feat. Know _uestion).mid",F,10,Music Box,122,0.55,67,9,6,1.495,8
"Melanie/Feels So Good (Blacksmith R&B Rub) (feat. Know _uestion).mid",F,53,Voice Oohs,661,1.00,64,14,18,0.479,152
"Melissa Etheridge/Come To My Window.1.mid",F,25,Acoustic Guitar (steel),1196,0.20,56,27,21,0.292,503
"Melissa Etheridge/Come To My Window.1.mid",F,29,Overdriven Guitar,665,0.50,64,29,9,0.458,284
"Melissa Etheridge/Come To My Window.1.mid",F,27,Electric Guitar (clean),583,0.86,62,12,2,0.633,99
"Melissa Etheridge/Come To My Window.1.mid",F,48,String Ensemble 1,175,0.60,64,31,9,3.617,2
"Melissa Etheridge/Come To My Window.1.mid",F,35,Fretless Bass,652,0.99,36,29,55,0.608,237
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,393,1.00,35,14,3,0.609,142
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,495,0.87,54,28,11,0.182,82
"Men at Work/Down Under.1.mid",T,0,Acoustic Grand,301,1.00,75,19,24,0.318,121
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,404,0.38,64,22,9,0.495,144
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,155,0.32,54,26,2,1.417,37
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,214,0.85,79,31,20,0.234,30
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,94,0.36,69,14,3,0.193,34
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,460,0.40,63,31,19,0.516,128
"Men at Work/Down Under.1.mid",F,0,Acoustic Grand,76,1.00,67,2,2,0.167,29
"Men at Work/Down Under.mid",F,0,Acoustic Grand,393,1.00,35,14,3,0.609,142
"Men at Work/Down Under.mid",F,0,Acoustic Grand,495,0.87,54,28,11,0.182,82
"Men at Work/Down Under.mid",T,0,Acoustic Grand,298,1.00,75,19,20,0.312,117
"Men at Work/Down Under.mid",F,0,Acoustic Grand,404,0.38,64,22,9,0.495,144
"Men at Work/Down Under.mid",F,0,Acoustic Grand,155,0.32,54,26,2,1.417,37
"Men at Work/Down Under.mid",F,0,Acoustic Grand,214,0.85,79,31,20,0.234,30
"Men at Work/Down Under.mid",F,0,Acoustic Grand,94,0.36,69,14,3,0.193,34
"Men at Work/Down Under.mid",F,0,Acoustic Grand,460,0.40,63,31,19,0.516,128
"Men at Work/Down Under.mid",F,0,Acoustic Grand,76,1.00,67,2,2,0.167,29
"Men at Work/Who Can It Be Now.1.mid",F,35,Fretless Bass,549,1.00,43,22,16,0.625,132
"Men at Work/Who Can It Be Now.1.mid",F,0,Acoustic Grand,404,0.38,63,48,8,0.925,120
"Men at Work/Who Can It Be Now.1.mid",F,27,Electric Guitar (clean),493,0.33,65,23,6,0.458,402
"Men at Work/Who Can It Be Now.1.mid",F,49,String Ensemble 2,1,0.50,69,9,0,7.733,0
"Men at Work/Who Can It Be Now.1.mid",T,18,Rock Organ,335,1.00,72,17,13,0.817,116
"Men at Work/Who Can It Be Now.mid",F,35,Fretless Bass,549,1.00,43,22,16,0.625,132
"Men at Work/Who Can It Be Now.mid",F,0,Acoustic Grand,404,0.38,63,48,8,0.925,120
"Men at Work/Who Can It Be Now.mid",F,27,Electric Guitar (clean),493,0.33,65,23,6,0.458,402
"Men at Work/Who Can It Be Now.mid",F,49,String Ensemble 2,1,0.50,69,9,0,7.733,0
"Men at Work/Who Can It Be Now.mid",T,22,Harmonica,335,1.00,72,17,13,0.817,116
"Metallica/Battery.1.mid",F,25,Acoustic Guitar (steel),60,0.71,48,15,2,1.722,6
"Metallica/Battery.1.mid",F,25,Acoustic Guitar (steel),66,0.57,60,10,3,0.519,0
"Metallica/Battery.1.mid",F,25,Acoustic Guitar (steel),32,1.00,65,9,2,0.491,0
"Metallica/Battery.1.mid",F,29,Overdriven Guitar,1213,0.42,48,22,50,0.657,161
"Metallica/Battery.1.mid",F,29,Overdriven Guitar,1169,0.42,49,36,51,0.657,149
"Metallica/Battery.1.mid",F,29,Overdriven Guitar,405,0.98,66,43,32,0.491,63
"Metallica/Battery.1.mid",F,34,Electric Bass (pick),1347,0.89,32,17,64,0.574,536
"Metallica/Battery.1.mid",F,29,Overdriven Guitar,306,0.78,64,44,26,0.569,48
"Metallica/Battery.1.mid",T,80,Lead 1 (square),290,1.00,76,8,19,0.708,113
"Metallica/Damage, Inc..mid",F,32,Acoustic Bass,1846,1.00,42,12,40,0.372,728
"Metallica/Damage, Inc..mid",T,25,Acoustic Guitar (steel),347,1.00,76,8,25,0.518,134
"Metallica/Damage, Inc..mid",F,30,Distortion Guitar,51,1.00,76,0,4,0.557,49
"Metallica/Damage, Inc..mid",F,29,Overdriven Guitar,522,0.79,60,11,22,1.859,23
"Metallica/Disposable Heroes.mid",F,32,Acoustic Bass,3155,1.00,44,24,48,0.141,1878
"Metallica/Disposable Heroes.mid",T,30,Distortion Guitar,598,1.00,65,10,49,0.497,276
"Metallica/Disposable Heroes.mid",F,29,Overdriven Guitar,620,0.83,59,11,30,3.633,43
"Metallica/Leper Messiah.2.mid",F,32,Acoustic Bass,1480,1.00,43,12,49,0.529,517
"Metallica/Leper Messiah.2.mid",F,29,Overdriven Guitar,736,0.72,59,11,28,1.880,34
"Metallica/Leper Messiah.2.mid",T,84,Lead 5 (charang),304,1.00,77,6,27,0.320,184
"Metallica/The Thing That Should Not Be.1.mid",F,32,Acoustic Bass,735,1.00,42,14,15,0.839,230
"Metallica/The Thing That Should Not Be.1.mid",T,84,Lead 5 (charang),230,1.00,74,20,16,0.917,116
"Metallica/The Thing That Should Not Be.1.mid",F,29,Overdriven Guitar,547,0.53,59,12,13,1.781,27
"Metallica/The Thing That Should Not Be.1.mid",F,16,Drawbar Organ,33,1.00,78,7,5,0.862,18
"Metallica/Welcome Home (Sanitarium).3.mid",F,32,Acoustic Bass,1121,1.00,44,19,33,0.560,395
"Metallica/Welcome Home (Sanitarium).3.mid",F,1,Bright Acoustic,3,1.00,43,0,1,1.010,1
"Metallica/Welcome Home (Sanitarium).3.mid",F,29,Overdriven Guitar,673,0.68,59,11,19,1.466,11
"Metallica/Welcome Home (Sanitarium).3.mid",T,84,Lead 5 (charang),296,0.99,71,19,34,0.424,93
"Metallica/Welcome Home (Sanitarium).3.mid",F,16,Drawbar Organ,78,1.00,72,15,8,0.388,34
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,30,Distortion Guitar,147,0.98,57,44,17,0.714,21
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,35,Fretless Bass,341,1.00,38,27,44,0.760,42
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,5,Electric Piano 2,416,0.39,59,45,42,0.906,72
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",T,65,Alto Sax,393,1.00,65,22,41,0.370,107
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,28,Electric Guitar (muted),120,0.55,57,15,6,0.529,30
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,27,Electric Guitar (clean),156,0.99,71,18,10,1.010,4
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,48,String Ensemble 1,87,0.64,67,39,16,2.112,1
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,62,SynthBrass 1,45,0.25,68,14,4,0.372,16
"Michael Bolton/How Am I Supposed to Live Without You.4.mid",F,88,Pad 1 (new age),80,0.84,73,33,13,0.805,10
"Michael Bolton/Love Is a Wonderful Thing.mid",F,39,Synth Bass 2,771,1.00,36,22,23,0.568,61
"Michael Bolton/Love Is a Wonderful Thing.mid",F,5,Electric Piano 2,457,0.42,59,36,32,1.010,95
"Michael Bolton/Love Is a Wonderful Thing.mid",F,29,Overdriven Guitar,410,0.58,60,31,26,0.448,193
"Michael Bolton/Love Is a Wonderful Thing.mid",F,61,Brass Section,120,0.47,73,35,15,0.578,25
"Michael Bolton/Love Is a Wonderful Thing.mid",F,65,Alto Sax,175,0.89,66,50,19,0.667,44
"Michael Bolton/Love Is a Wonderful Thing.mid",F,18,Rock Organ,185,0.43,76,40,16,2.104,39
"Michael Bolton/Love Is a Wonderful Thing.mid",T,62,SynthBrass 1,481,0.86,67,22,32,0.513,156
"Michael Bolton/Soul of My Soul.mid",F,35,Fretless Bass,402,1.00,31,18,9,1.068,191
"Michael Bolton/Soul of My Soul.mid",F,24,Acoustic Guitar (nylon),126,0.81,68,25,21,0.922,16
"Michael Bolton/Soul of My Soul.mid",T,26,Electric Guitar (jazz),392,0.99,65,23,42,0.779,98
"Michael Bolton/Soul of My Soul.mid",F,89,Pad 2 (warm),123,0.89,73,21,10,3.396,43
"Michael Bolton/Soul of My Soul.mid",F,94,Pad 7 (halo),72,0.44,64,39,7,4.648,2
"Michael Bolton/Soul of My Soul.mid",F,30,Distortion Guitar,38,0.84,56,25,5,3.039,2
"Michael Bolton/Soul of My Soul.mid",F,11,Vibraphone,107,1.00,76,12,10,0.914,30
"Michael Bolton/Soul of My Soul.mid",F,5,Electric Piano 2,399,0.50,59,29,18,1.370,84
"Michael Bolton/Soul of My Soul.mid",F,27,Electric Guitar (clean),98,1.00,59,20,5,2.010,0
"Michael Bolton/Soul of My Soul.mid",F,17,Percussive Organ,19,0.63,71,28,1,2.370,0
"Michael Bolton/Soul of My Soul.mid",F,124,Telephone ring,3,1.00,84,0,1,8.339,1
"Michael Bolton/Whiter Shade of Pale.mid",T,11,Vibraphone,231,1.00,72,14,29,0.562,57
"Michael Bolton/Whiter Shade of Pale.mid",F,35,Fretless Bass,342,1.00,37,19,9,0.878,161
"Michael Bolton/Whiter Shade of Pale.mid",F,18,Rock Organ,354,0.60,72,48,14,1.341,14
"Michael Bolton/Whiter Shade of Pale.mid",F,0,Acoustic Grand,648,0.51,60,43,3,0.539,5
"Michael Bolton/Whiter Shade of Pale.mid",F,89,Pad 2 (warm),164,0.49,63,17,4,2.943,0
"Michael George/Careless Whisper.mid",F,35,Fretless Bass,486,1.00,35,20,33,0.635,168
"Michael George/Careless Whisper.mid",F,5,Electric Piano 2,185,0.28,62,43,7,2.979,6
"Michael George/Careless Whisper.mid",T,73,Flute,436,1.00,74,24,46,0.461,91
"Michael George/Careless Whisper.mid",F,49,String Ensemble 2,134,0.34,66,50,3,3.565,0
"Michael George/Careless Whisper.mid",F,65,Alto Sax,153,0.93,67,19,7,0.503,6
"Michael George/Careless Whisper.mid",F,27,Electric Guitar (clean),550,0.45,62,15,8,0.161,245
"Michael George/Careless Whisper.mid",F,52,Choir Aahs,69,0.93,73,10,11,0.711,11
"Michael George/Careless Whisper.mid",F,24,Acoustic Guitar (nylon),119,0.88,63,27,17,0.677,8
"Michael George/Careless Whisper.mid",F,81,Lead 2 (sawtooth),4,0.50,74,8,1,0.581,0
"Michael George/Careless Whisper.mid",F,94,Pad 7 (halo),40,0.33,61,16,2,3.677,8
"Michael George/Careless Whisper.mid",F,28,Electric Guitar (muted),64,0.94,60,9,2,0.154,8
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,54,Synth Voice,57,0.33,65,22,7,2.279,6
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,35,Fretless Bass,309,0.99,34,22,26,0.807,120
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,0,Acoustic Grand,596,0.41,61,50,45,0.844,67
"Michael George/Don't Let The Sun Go Down On Me.1.mid",T,1,Bright Acoustic,342,1.00,73,17,47,0.552,60
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,54,Synth Voice,71,0.68,63,24,4,0.909,5
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,57,Trombone,110,0.94,51,23,11,1.401,25
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,56,Trumpet,88,1.00,75,21,18,1.107,13
"Michael George/Don't Let The Sun Go Down On Me.1.mid",F,60,French Horn,76,1.00,68,24,7,1.672,10
"Michael George/Faith.2.mid",F,19,Church Organ,33,0.29,55,50,5,2.471,0
"Michael George/Faith.2.mid",F,33,Electric Bass (finger),486,1.00,34,19,16,0.661,212
"Michael George/Faith.2.mid",F,25,Acoustic Guitar (steel),711,0.32,60,26,36,0.703,313
"Michael George/Faith.2.mid",T,73,Flute,394,1.00,72,21,44,0.789,80
"Michael George/Faith.2.mid",F,75,Pan Flute,201,0.66,60,29,26,1.318,46
"Michael George/Faith.2.mid",F,25,Acoustic Guitar (steel),767,0.37,61,21,22,0.654,270
"Michael George/Faith.2.mid",F,27,Electric Guitar (clean),95,0.70,61,38,17,0.859,23
"Michael George/Faith.2.mid",F,27,Electric Guitar (clean),41,0.91,64,9,8,0.898,6
"Michael George/Faith.2.mid",F,28,Electric Guitar (muted),9,1.00,46,1,1,0.719,0
"Michael George/Faith.2.mid",F,27,Electric Guitar (clean),41,0.91,76,9,7,0.898,7
"Michael George/Faith.2.mid",F,26,Electric Guitar (jazz),52,0.56,60,38,11,0.878,18
"Michael George/Faith.2.mid",F,27,Electric Guitar (clean),21,1.00,71,38,6,1.328,16
"Michael George/Father Figure.mid",F,2,Electric Grand,567,0.84,68,23,5,0.568,42
"Michael George/Father Figure.mid",F,83,Lead 4 (chiff),291,1.00,35,17,9,0.714,161
"Michael George/Father Figure.mid",F,24,Acoustic Guitar (nylon),35,1.00,60,24,8,0.727,5
"Michael George/Father Figure.mid",T,82,Lead 3 (calliope),521,1.00,70,21,40,0.604,182
"Michael George/Father Figure.mid",F,75,Pan Flute,519,0.53,62,28,35,0.716,205
"Michael George/Father Figure.mid",F,51,SynthStrings 2,156,0.30,57,26,8,3.708,43
"Michael George/Father Figure.mid",F,76,Blown Bottle,33,1.00,75,12,2,1.260,0
"Michael George/Father Figure.mid",F,85,Lead 6 (voice),27,0.82,51,15,5,1.378,2
"Michael George/Father Figure.mid",F,106,Shamisen,25,0.42,71,10,4,0.495,1
"Michael George/Father Figure.mid",F,46,Orchestral Strings,6,1.00,65,8,0,0.573,0
"Michael George/Father Figure.mid",F,24,Acoustic Guitar (nylon),35,1.00,60,24,8,0.727,7
"Michael George/Father Figure.mid",F,24,Acoustic Guitar (nylon),35,1.00,60,24,8,0.727,7
"Michael George/Father Figure.mid",F,75,Pan Flute,12,0.33,73,9,2,0.995,5
"Michael George/Jesus to a Child.2.mid",F,49,String Ensemble 2,158,0.43,64,16,4,3.052,41
"Michael George/Jesus to a Child.2.mid",F,32,Acoustic Bass,454,1.00,46,12,6,0.862,271
"Michael George/Jesus to a Child.2.mid",F,73,Flute,65,0.98,75,12,4,1.326,4
"Michael George/Jesus to a Child.2.mid",F,49,String Ensemble 2,3,1.00,59,0,1,2.750,1
"Michael George/Jesus to a Child.2.mid",T,24,Acoustic Guitar (nylon),416,0.99,72,15,42,0.721,90
"Michael George/Jesus to a Child.3.mid",F,32,Acoustic Bass,423,1.00,34,15,10,1.193,225
"Michael George/Jesus to a Child.3.mid",F,49,String Ensemble 2,54,0.27,56,26,1,4.393,1
"Michael George/Jesus to a Child.3.mid",T,75,Pan Flute,359,1.00,72,17,45,1.065,41
"Michael George/Jesus to a Child.3.mid",F,24,Acoustic Guitar (nylon),779,0.57,57,26,19,1.305,47
"Michael George/Jesus to a Child.3.mid",F,49,String Ensemble 2,151,0.31,64,40,4,4.578,11
"Michael George/Jesus to a Child.3.mid",F,73,Flute,89,1.00,72,24,17,1.641,14
"Michael George/Jesus to a Child.3.mid",F,24,Acoustic Guitar (nylon),109,0.87,62,24,14,0.758,6
"Michael George/Jesus to a Child.3.mid",F,68,Oboe,3,1.00,64,3,1,2.648,0
"Michael George/Jesus to a Child.mid",F,49,String Ensemble 2,158,0.43,64,16,4,3.052,41
"Michael George/Jesus to a Child.mid",F,32,Acoustic Bass,454,1.00,46,12,6,0.862,271
"Michael George/Jesus to a Child.mid",F,73,Flute,65,0.98,75,12,4,1.326,4
"Michael George/Jesus to a Child.mid",F,49,String Ensemble 2,3,1.00,59,0,1,2.750,1
"Michael George/Jesus to a Child.mid",T,24,Acoustic Guitar (nylon),416,0.99,72,15,42,0.721,90
"Michael George/One More Try.2.mid",T,64,Soprano Sax,372,1.00,62,24,52,0.475,43
"Michael George/One More Try.2.mid",F,51,SynthStrings 2,54,0.39,66,48,9,2.600,5
"Michael George/One More Try.2.mid",F,17,Percussive Organ,195,0.41,75,29,25,1.883,45
"Michael George/One More Try.2.mid",F,33,Electric Bass (finger),294,0.99,36,26,41,1.033,56
"Michael George/One More Try.3.mid",F,17,Percussive Organ,192,0.49,75,47,19,1.651,4
"Michael George/One More Try.3.mid",F,35,Fretless Bass,290,0.99,35,32,25,0.701,34
"Michael George/One More Try.3.mid",F,48,String Ensemble 1,145,0.33,61,43,7,2.047,1
"Michael George/One More Try.3.mid",T,73,Flute,407,1.00,74,24,41,0.279,41
"Michael George/One More Try.mid",T,64,Soprano Sax,372,1.00,62,24,52,0.475,43
"Michael George/One More Try.mid",F,51,SynthStrings 2,54,0.39,66,48,9,2.600,5
"Michael George/One More Try.mid",F,17,Percussive Organ,195,0.41,75,29,25,1.883,45
"Michael George/One More Try.mid",F,33,Electric Bass (finger),294,0.99,36,26,41,1.033,56
"Michael George/Praying for Time.mid",F,48,String Ensemble 1,62,0.33,68,19,4,5.000,19
"Michael George/Praying for Time.mid",F,32,Acoustic Bass,261,1.00,33,9,6,1.021,155
"Michael George/Praying for Time.mid",F,25,Acoustic Guitar (steel),817,0.35,61,16,54,0.448,447
"Michael George/Praying for Time.mid",T,82,Lead 3 (calliope),404,1.00,70,21,50,0.370,65
"Michael George/Praying for Time.mid",F,48,String Ensemble 1,287,1.00,57,7,5,0.982,200
"Michael George/Praying for Time.mid",F,25,Acoustic Guitar (steel),783,0.36,61,22,56,0.471,453
"Michael George/Praying for Time.mid",F,25,Acoustic Guitar (steel),122,0.50,62,21,7,0.635,21
"Michael George/Praying for Time.mid",F,60,French Horn,3,0.75,58,3,0,2.206,0
"Michael George/Wake Me Up Before You Go Go.mid",F,18,Rock Organ,482,0.34,77,81,20,0.766,173
"Michael George/Wake Me Up Before You Go Go.mid",F,35,Fretless Bass,722,1.00,36,30,28,0.581,62
"Michael George/Wake Me Up Before You Go Go.mid",F,28,Electric Guitar (muted),536,1.00,48,22,14,0.516,34
"Michael George/Wake Me Up Before You Go Go.mid",T,24,Acoustic Guitar (nylon),507,1.00,62,28,40,0.721,98
"Michael George/Wake Me Up Before You Go Go.mid",F,5,Electric Piano 2,505,0.89,63,28,41,0.974,105
"Michael George/Wake Me Up Before You Go Go.mid",F,5,Electric Piano 2,109,0.51,65,26,10,1.016,19
"Michael George/Wake Me Up Before You Go Go.mid",F,61,Brass Section,193,0.83,75,78,9,0.672,33
"Michael George/Wake Me Up Before You Go Go.mid",F,61,Brass Section,193,0.83,63,66,9,0.672,33
"Michael George/Wake Me Up Before You Go Go.mid",F,57,Trombone,193,0.83,63,66,9,0.672,33
"Michael Jackson/Beat It.mid",T,11,Vibraphone,387,1.00,68,15,22,0.505,126
"Michael Jackson/Beat It.mid",F,35,Fretless Bass,432,0.99,37,17,7,0.612,151
"Michael Jackson/Beat It.mid",F,90,Pad 3 (polysynth),97,0.33,62,12,2,3.982,0
"Michael Jackson/Beat It.mid",F,30,Distortion Guitar,494,0.56,52,31,17,0.521,98
"Michael Jackson/Beat It.mid",F,29,Overdriven Guitar,186,0.98,76,49,15,0.419,19
"Michael Jackson/Beat It.mid",F,29,Overdriven Guitar,247,0.84,50,15,6,0.688,28
"Michael Jackson/Beat It.mid",F,28,Electric Guitar (muted),228,0.70,48,19,6,0.208,88
"Michael Jackson/Beat It.mid",F,90,Pad 3 (polysynth),213,0.99,40,16,11,0.430,117
"Michael Jackson/Beat It.mid",F,100,FX 5 (brightness),14,0.67,37,17,4,3.776,3
"Michael Jackson/Beat It.mid",F,54,Synth Voice,32,0.50,66,26,5,0.750,10
"Michael Jackson/Black or White.mid",T,82,Lead 3 (calliope),380,1.00,72,19,33,0.396,142
"Michael Jackson/Black or White.mid",F,35,Fretless Bass,407,0.93,36,29,16,0.409,71
"Michael Jackson/Black or White.mid",F,21,Accordian,10,0.33,70,11,1,4.000,0
"Michael Jackson/Black or White.mid",F,29,Overdriven Guitar,549,0.37,63,31,12,0.346,207
"Michael Jackson/Black or White.mid",F,30,Distortion Guitar,77,0.83,54,36,4,0.289,4
"Michael Jackson/Black or White.mid",F,25,Acoustic Guitar (steel),35,0.16,53,24,3,0.440,33
"Michael Jackson/Black or White.mid",F,26,Electric Guitar (jazz),60,0.42,72,18,7,0.378,13
"Michael Jackson/Black or White.mid",F,90,Pad 3 (polysynth),80,0.33,64,10,4,1.391,0
"Michael Jackson/Black or White.mid",F,38,Synth Bass 1,143,1.00,40,26,2,0.195,31
"Michael Jackson/I Just Can't Stop Loving You.mid",T,11,Vibraphone,390,0.98,76,18,33,0.698,64
"Michael Jackson/I Just Can't Stop Loving You.mid",F,35,Fretless Bass,287,1.00,35,26,14,1.159,166
"Michael Jackson/I Just Can't Stop Loving You.mid",F,0,Acoustic Grand,518,0.40,66,47,29,0.625,135
"Michael Jackson/I Just Can't Stop Loving You.mid",F,4,Electric Piano 1,28,0.46,55,26,7,1.833,0
"Michael Jackson/I Just Can't Stop Loving You.mid",F,103,FX 8 (sci-fi),315,0.88,62,33,27,1.224,43
"Michael Jackson/I Just Can't Stop Loving You.mid",F,49,String Ensemble 2,255,0.75,67,44,21,1.958,8
"Michael Jackson/I Just Can't Stop Loving You.mid",F,54,Synth Voice,142,0.58,66,16,6,1.125,41
"Michael Jackson/I Just Can't Stop Loving You.mid",F,89,Pad 2 (warm),79,0.61,63,18,10,3.688,21
"Michael Jackson/I Just Can't Stop Loving You.mid",F,9,Glockenspiel,76,1.00,86,33,2,0.349,2
"Michael Jackson/I Just Can't Stop Loving You.mid",F,47,Timpani,68,1.00,44,4,4,0.562,48
"Michael Jackson/Smooth Criminal.mid",T,11,Vibraphone,612,1.00,64,21,20,0.253,129
"Michael Jackson/Smooth Criminal.mid",F,39,Synth Bass 2,760,1.00,32,13,22,0.336,276
"Michael Jackson/Smooth Criminal.mid",F,63,SynthBrass 2,101,0.59,56,33,4,0.195,38
"Michael Jackson/Smooth Criminal.mid",F,28,Electric Guitar (muted),290,0.79,49,20,11,0.206,79
"Michael Jackson/Smooth Criminal.mid",F,49,String Ensemble 2,87,1.00,70,8,4,2.318,0
"Michael Jackson/Smooth Criminal.mid",F,53,Voice Oohs,257,0.50,66,19,9,0.258,58
"Michael Jackson/Smooth Criminal.mid",F,90,Pad 3 (polysynth),93,0.22,60,28,6,2.286,0
"Michael Jackson/Smooth Criminal.mid",F,91,Pad 4 (choir),51,0.33,89,15,3,0.174,22
"Michael Jackson/Smooth Criminal.mid",F,93,Pad 6 (metallic),6,0.75,53,48,3,7.370,0
"Michael Jackson/Smooth Criminal.mid",F,61,Brass Section,21,0.50,75,22,1,0.156,4
"Michael Jackson/The Girl Is Mine.mid",T,11,Vibraphone,225,0.99,74,21,20,1.049,27
"Michael Jackson/The Girl Is Mine.mid",F,35,Fretless Bass,319,1.00,37,17,11,1.070,42
"Michael Jackson/The Girl Is Mine.mid",F,0,Acoustic Grand,97,0.30,60,15,9,3.294,12
"Michael Jackson/The Girl Is Mine.mid",F,28,Electric Guitar (muted),315,0.68,58,25,14,0.648,102
"Michael Jackson/The Girl Is Mine.mid",F,28,Electric Guitar (muted),122,1.00,52,9,3,0.508,16
"Michael Jackson/The Girl Is Mine.mid",F,27,Electric Guitar (clean),24,0.67,62,9,3,7.128,0
"Michael Jackson/The Girl Is Mine.mid",F,49,String Ensemble 2,72,0.88,74,29,12,2.833,3
"Michael Jackson/The Girl Is Mine.mid",F,78,Whistle,36,1.00,83,12,2,2.464,0
"Michael Jackson/The Girl Is Mine.mid",F,89,Pad 2 (warm),30,0.54,70,10,4,3.794,0
"Michael Jackson/The Girl Is Mine.mid",F,73,Flute,30,0.54,59,22,5,1.297,0
"Michael Jackson/The Girl Is Mine.mid",F,54,Synth Voice,19,0.40,76,19,4,2.312,2
"Michael Jackson/The Girl Is Mine.mid",F,60,French Horn,16,1.00,72,9,4,2.750,0
"Michael Jackson/The Girl Is Mine.mid",F,72,Piccolo,12,1.00,87,5,1,0.401,1
"Michael Jackson/The Way You Make Me Feel.mid",T,11,Vibraphone,439,1.00,80,31,42,0.734,128
"Michael Jackson/The Way You Make Me Feel.mid",F,37,Slap Bass 2,1327,1.00,35,19,8,0.604,211
"Michael Jackson/The Way You Make Me Feel.mid",F,28,Electric Guitar (muted),56,1.00,51,19,5,0.807,0
"Michael Jackson/The Way You Make Me Feel.mid",F,103,FX 8 (sci-fi),55,0.59,67,14,3,0.419,42
"Michael Jackson/The Way You Make Me Feel.mid",F,49,String Ensemble 2,217,0.49,61,26,6,2.990,2
"Michael Jackson/The Way You Make Me Feel.mid",F,90,Pad 3 (polysynth),428,0.31,65,18,4,0.198,201
"Michael Jackson/The Way You Make Me Feel.mid",F,87,Lead 8 (bass+lead),47,1.00,66,4,5,0.482,9
"Michael Jackson/The Way You Make Me Feel.mid",F,61,Brass Section,143,0.99,71,19,14,0.794,17
"Michael Jackson/The Way You Make Me Feel.mid",F,54,Synth Voice,205,0.35,65,12,6,0.711,107
"Michael Jackson/The Way You Make Me Feel.mid",F,93,Pad 6 (metallic),83,1.00,41,7,15,5.036,75
"Michael Jackson/The Way You Make Me Feel.mid",F,51,SynthStrings 2,12,0.55,59,12,3,1.292,8
"Michael Jackson/Wanna Be Startin' Somethin'.mid",T,11,Vibraphone,1169,1.00,77,20,49,0.284,379
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,39,Synth Bass 2,1306,1.00,38,5,3,0.299,348
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,5,Electric Piano 2,126,0.33,63,12,2,2.792,4
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,27,Electric Guitar (clean),466,0.94,56,33,8,0.198,93
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,28,Electric Guitar (muted),635,0.94,55,12,4,0.221,125
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,38,Synth Bass 1,90,0.50,67,17,2,0.302,12
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,49,String Ensemble 2,20,0.50,83,10,1,3.578,0
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,53,Voice Oohs,637,0.58,73,31,15,0.268,225
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,90,Pad 3 (polysynth),126,0.33,63,12,2,3.359,4
"Michael Jackson/Wanna Be Startin' Somethin'.mid",F,12,Marimba,72,0.50,77,6,4,0.143,38
"Michael Learns to Rock/Wild Woman.mid",F,35,Fretless Bass,487,1.00,32,23,28,0.448,188
"Michael Learns to Rock/Wild Woman.mid",F,17,Percussive Organ,43,0.53,78,25,8,3.633,3
"Michael Learns to Rock/Wild Woman.mid",T,81,Lead 2 (sawtooth),375,1.00,62,13,29,0.391,89
"Michael Learns to Rock/Wild Woman.mid",F,53,Voice Oohs,161,0.48,67,23,16,0.659,32
"Michael Learns to Rock/Wild Woman.mid",F,30,Distortion Guitar,186,0.51,58,34,15,0.833,83
